Product_name,Product_Wine_price1,Product_wine_size,Product_wine_id,Product_Number_review,Product_Alcohol_Vol,Product_Made_in,Product_By,Product_Sugar_content,Product_sweetness_descriptor,Product_Style,Product_Varietal,Product_Release_date
Danzante Pinot Grigio Delle Venezie IGT,$15.10,750 mL bottle |,LCBO#: 26906,"5.0
(5)",12%,"Veneto, Italy",Luce,5 g/L,XD - Extra Dry,Light & Crisp,Pinot Grigio,
Flat Roof Manor Pinot Grigio,$11.95,750 mL bottle |,LCBO#: 27128,"5.0
(2)",13%,South Africa,Distillers Corporation Limited,11 g/L,D - Dry,Light & Crisp,Pinot Grigio,
Casa Dos Vinhos 5 Years Old Madeira,$20.55,750 mL bottle |,LCBO#: 27375,0,19%,Portugal,Casa Dos Vinhos Da Madeira Lda.,119 g/L,S - Sweet,Sweet,Madeira,
J. Lohr Los Osos Merlot,$22.95,750 mL bottle |,VINTAGES#: 27516,0,13.50%,"California, USA",J Lohr Winery,5 g/L,XD - Extra Dry,Medium-bodied & Fruity,Merlot Blend,
Ruffino Il Ducale Toscana IGP,$19.95,750 mL bottle |,LCBO#: 27797,0,14.50%,"Tuscany, Italy",Ruffino S.R.L.,7 g/L,D - Dry,Medium-bodied & Fruity,Sangiovese,
Masi Modello Merlot Trevenezie IGT,$25.00,1500 mL bottle |,LCBO#: 27854,"5.0
(1)",12%,"Venezie, Italy",Masi Agricola S.P.A.,6 g/L,D - Dry,Full-bodied & Smooth,Merlot Blend,
Dalton Safsufa Vineyards Cabernet Sauvignon KPM,$28.00,750 mL bottle |,VINTAGES#: 28266,0,13.50%,"Galilee, Israel",Dalton Winery Ltd.,2 g/L,D - Dry,Medium-bodied & Fruity,Cabernet Sauvignon,
Fat Bastard Cabernet Sauvignon Pays D'OC,$12.95,750 mL bottle |,Save $2.00,"5.0
(2)",13%,"South of France, France",Gabriel Meffre S.A.,4 g/L,XD - Extra Dry,Full-bodied & Smooth,Cabernet Sauvignon,
Cantine Due Palme Canonico Negroamaro Salento IGP,$20.25,2000 mL bottle |,LCBO#: 28647,0,12.50%,"Puglia, Italy",Cantine Due Palme,12 g/L,D - Dry,Medium-bodied & Fruity,Negroamaro,
Misterio Malbec,$9.95,750 mL bottle |,LCBO#: 28803,"4.3
(6)",13.50%,Argentina,Finca Flichman,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Malbec,
Ciao Sangiovese Organic Terra De Chieti IGP,$12.80,1000 mL tetra |,LCBO#: 29090,"5.0
(3)",13%,"Puglia, Italy",Cantine Luigi Sgarzi,8 g/L,D - Dry,Light-bodied & Fruity,Sangiovese,
Chateau Timberlay Bordeaux Superieur AOC,$17.95,750 mL bottle |,LCBO#: 30072,"3.6
(9)",14.50%,"Bordeaux, France",Domaines Robert Giraud,2 g/L,XD - Extra Dry,Full-bodied & Firm,Merlot/Cabernet Sauvignon,
Concha y Toro Winemaker's Lot 148 CarmenÃ¨re,$15.95,750 mL bottle |,Save $3.00,"5.0
(2)",14%,"Rapel Valley, Chile",Concha Toro S.A.,2 g/L,XD - Extra Dry,Full-bodied & Firm,CarmenÃ¨re Blend,
Ruffino Orvieto Classico,$13.25,750 mL bottle |,LCBO#: 31062,"4.5
(2)",12.50%,"Umbria, Italy",Ruffino S.R.L.,13 g/L,D - Dry,Light & Crisp,Blend,
Osborne Santa Maria Cream Sherry,$13.95,750 mL bottle |,LCBO#: 31120,0,19%,Spain,Osborne Y Cia,116 g/L,S - Sweet,Sweet,Cream Sherry,
Mommessin Export St Pierre Rouge,$15.45,1500 mL bottle |,LCBO#: 31211,"4.0
(1)",12%,France,Mommessin S.A.,3 g/L,XD - Extra Dry,Light-bodied & Fruity,Blend,
Calvet RÃ©serve des Remparts Saint-Ã‰milion,$23.95,750 mL bottle |,VINTAGES#: 31898,"1.5
(2)",13.50%,"Bordeaux, France",J. Calvet & Cie - Bordeaux,2 g/L,XD - Extra Dry,Full-bodied & Smooth,Merlot,
Fantini Sangiovese IGT,$15.10,1500 mL bottle |,LCBO#: 31971,"4.5
(22)",13%,"Puglia, Italy",Fantini Group Vini Srl,9 g/L,D - Dry,Medium-bodied & Fruity,Sangiovese,
Liebfraumilch Drathen Qualitatswein Rheinhessen,$11.45,1000 mL bottle |,LCBO#: 32631,"4.5
(2)",9.50%,"Rheinhessen, Germany",Ewald Theod. Drathen Kg,43 g/L,MS - Medium Sweet,Off-dry & Fruity,Blend,
Marques De Riscal Rioja Reserva,$25.80,750 mL bottle |,LCBO#: 32656,0,14%,"Rioja, Spain",Vinos De Los Herederos Del,3 g/L,XD - Extra Dry,Full-bodied & Smooth,Rioja,
Folonari Pinot Noir IGT,$16.70,750 mL bottle |,LCBO#: 32888,0,12.50%,"Veneto, Italy",Folonari S.P.A.,2 g/L,XD - Extra Dry,Light-bodied & Fruity,Pinot Noir,
Collavini Pinot Grigio,$14.95,750 mL bottle |,LCBO#: 33340,"4.6
(5)",12.50%,"Veneto, Italy",Eugenio Collavini Viticoltori S.R.L,4 g/L,XD - Extra Dry,Light & Crisp,Pinot Grigio,
Chateau Puyfromage Francs Cotes De Bordeaux AOC,$15.35,750 mL bottle |,Save $2.00,0,14%,"Bordeaux, France",Sce Du Chateau Puyfromage,2 g/L,XD - Extra Dry,Full-bodied & Smooth,Merlot/Cabernet Sauvignon/Cabernet Franc,
La Vieille Ferme Luberon Blanc AOC,$22.45,1500 mL bottle |,LCBO#: 34991,"5.0
(2)",13%,France,Perrin & Fils,2 g/L,XD - Extra Dry,Aromatic & Flavourful,RhÃ´ne,
Pascual Toso Malbec,$15.05,750 mL bottle |,LCBO#: 35170,"5.0
(1)",14.50%,Argentina,Pascual Toso,3 g/L,XD - Extra Dry,Full-bodied & Smooth,Malbec,
Kopke Fine Ruby Port,$15.70,750 mL bottle |,LCBO#: 35766,"4.7
(6)",19.50%,Portugal,C.N. Kopke & Co Ltd,98 g/L,S - Sweet,Sweet,Ruby Port,
Torres Gran Coronas Reserva Cabernet Sauvignon,$19.95,750 mL bottle |,VINTAGES#: 36483,"4.7
(9)",13.50%,"PenedÃ¨s, Spain","Miguel Torres S.A.,",2 g/L,XD - Extra Dry,Full-bodied & Smooth,Cabernet Sauvignon,
Marques De Riscal Rueda DO,$14.50,750 mL bottle |,LCBO#: 36822,"4.4
(5)",13%,"Rueda, Spain",Vinos De Los Herederos Del,2 g/L,XD - Extra Dry,Light & Crisp,Blend,
Folonari Soave DOC,$20.45,1500 mL bottle |,LCBO#: 37028,"5.0
(1)",12%,"Veneto, Italy",Folonari S.P.A.,2 g/L,XD - Extra Dry,Light & Crisp,Soave,
Fontana Di Papa Red,$19.85,2000 mL bottle |,LCBO#: 37184,"4.7
(3)",12%,"Lazio, Italy",Fontana Di Papa S.R.L.,4 g/L,XD - Extra Dry,Light-bodied & Fruity,Blend,
Negrar Valpolicella DOC,$21.90,1500 mL bottle |,LCBO#: 38026,0,12%,"Veneto, Italy",Cantina Sociale Valpolicella,5 g/L,XD - Extra Dry,Medium-bodied & Fruity,Valpolicella,
Vineland Estates Elevation St. Urban Vineyard Riesling,$19.95,750 mL bottle |,VINTAGES#: 38117,"5.0
(4)",8.40%,"Ontario, Canada",Vineland Estate Wines Limited,37 g/L,MS - Medium Sweet,Aromatic & Flavourful,Riesling,
ChÃ¢teau des Charmes Cabernet Merlot VQA,$7.50,375 mL bottle |,LCBO#: 38810,0,12.60%,"Ontario, Canada",Chateau Des Charmes,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Cabernet/Merlot,
Cune Crianza 2018,$15.95,750 mL bottle |,VINTAGES#: 39925,0,13.50%,"Rioja, Spain",CompaÃ±Ã­a VinÃ­cola del Norte de EspaÃ±a,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Tempranillo Blend,
Henkell Trocken,$10.50,375 mL bottle |,LCBO#: 40469,"4.8
(6)",11.50%,Germany,Henkell & Sohnlein Sektkellereien,22 g/L,M - Medium,Light & Fruity,Sparkling,
Woodbridge By Robert Mondavi Sauvignon Blanc,$13.95,750 mL bottle |,LCBO#: 40501,"4.3
(31)",12.50%,USA,Robert Mondavi Winery,7 g/L,XD - Extra Dry,Light & Crisp,Sauvignon Blanc,
ChÃ¢teau de Nages Heritage CostiÃ¨res de NÃ®mes 2019,$20.95,750 mL bottle |,VINTAGES#: 40964,"4.5
(2)",15%,"RhÃ´ne, France",Famille Gassier,2 g/L,XD - Extra Dry,Full-bodied & Smooth,Grenache Blend,
Ruffino Chianti,$26.95,1500 mL bottle |,Save $2.00,"3.4
(5)",12.50%,"Tuscany, Italy",Ruffino S.R.L.,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Chianti,
Flat Rock Riesling,$17.95,750 mL bottle |,VINTAGES#: 43281,0,11%,"Ontario, Canada",Flat Rock Cellars,20 g/L,M - Medium,Aromatic & Flavourful,Riesling,
Folonari Pink Pinot Grigio Venezia IGT,$12.65,750 mL bottle |,LCBO#: 43588,"5.0
(4)",11.50%,"Trentino, Italy",Folonari S.P.A.,9 g/L,D - Dry,Easygoing & Fruity,RosÃ©,
Negrar Amarone Classico DOCG,$31.90,750 mL bottle |,LCBO#: 44784,"4.7
(3)",15.50%,"Veneto, Italy",Cantina Sociale Valpolicella,10 g/L,D - Dry,Full-bodied & Smooth,Amarone,
Ruffino Chianti Classico Riserva Ducale,$25.95,750 mL bottle |,LCBO#: 45195,"4.5
(2)",14%,"Tuscany, Italy",Ruffino,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Sangiovese/Cabernet Sauvignon/Merlot,
Beringer Founders' Estate Pinot Grigio,$14.95,750 mL bottle |,Save $2.00,0,12%,USA,Beringer Vineyards,2 g/L,XD - Extra Dry,Light & Crisp,Pinot Grigio,
Taylor Fladgate Late Bottled Vintage Port,$19.20,750 mL bottle |,LCBO#: 46946,"3.9
(7)",20%,Portugal,"Taylor, Fladgate & Yeatman",95 g/L,S - Sweet,Sweet,Late Bottled Vintage Port,
Fontana Di Papa White,$19.85,2000 mL bottle |,LCBO#: 48140,"3.0
(2)",11%,"Lazio, Italy",Fontana Di Papa S.R.L.,2 g/L,XD - Extra Dry,Light & Crisp,Blend,
Woodbridge By Robert Mondavi Cabernet Sauvignon,$13.95,750 mL bottle |,LCBO#: 48611,"4.3
(77)",13.50%,"California, USA",Robert Mondavi Winery,8 g/L,D - Dry,Full-bodied & Smooth,Cabernet Sauvignon,
Louis Bouillot Perle d'Aurore Brut RosÃ© CrÃ©mant de Bourgogne,$22.95,750 mL bottle |,VINTAGES#: 48793,"5.0
(3)",12%,"Burgundy, France",Louis Bouillot,9 g/L,D - Dry,Medium-bodied & Flavourful,Sparkling - Dry,
Beronia Reserva,$21.95,750 mL bottle |,VINTAGES#: 50203,"4.1
(7)",14%,"Rioja, Spain",Gonzalez Byass & Co.,3 g/L,XD - Extra Dry,Medium-bodied & Fruity,Tempranillo,
Chanson RÃ©serve du Bastion Bourgogne Pinot Noir,$24.95,750 mL bottle |,VINTAGES#: 50575,"5.0
(4)",12.50%,"Burgundy, France",Chanson Pere & Fils,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Pinot Noir,
Bouchard PÃ¨re & Fils Petit Chablis,$27.95,750 mL bottle |,LCBO#: 51466,"5.0
(1)",13%,"Burgundy, France",Bouchard Pere & Fils,2 g/L,XD - Extra Dry,Light & Crisp,Chardonnay,
Bouchard PÃ¨re & Fils Macon-Lugny Saint-Pierre,$23.95,750 mL bottle |,LCBO#: 51573,"4.0
(1)",13%,"Burgundy, France",Bouchard Pere & Fils,4 g/L,XD - Extra Dry,Light & Crisp,Chardonnay,
Peninsula Ridge Sauvignon Blanc VQA,$15.95,750 mL bottle |,LCBO#: 53678,"5.0
(1)",13.30%,"Ontario, Canada",Peninsula Ridge Estates Winery,2 g/L,XD - Extra Dry,Light & Crisp,Sauvignon Blanc,
Jaffelin Bourgogne Aligote AOC,$18.45,750 mL bottle |,LCBO#: 53868,"4.0
(1)",12.50%,"Burgundy, France",Maison Jaffelin,2 g/L,XD - Extra Dry,Light & Crisp,Burgundy,
Villa Antinori Toscana IGT,$25.15,750 mL bottle |,LCBO#: 53876,"5.0
(1)",13.50%,"Tuscany, Italy",Marchesi Antinori S.P.A.,2 g/L,XD - Extra Dry,Full-bodied & Smooth,Sangiovese,
Barefoot Pinot Grigio,$10.95,750 mL bottle |,LCBO#: 53983,"4.3
(840)",12%,"California, USA",E. & J. Gallo Winery,9 g/L,D - Dry,Light & Crisp,Pinot Grigio,
Barefoot Merlot,$10.95,750 mL bottle |,LCBO#: 53991,"4.7
(3)",13.50%,"California, USA",E. & J. Gallo Winery,9 g/L,D - Dry,Medium-bodied & Fruity,Merlot,
Stoneleigh Marlborough Pinot Noir,$19.95,750 mL bottle |,LCBO#: 54353,"2.3
(3)",12%,New Zealand,Pernod Ricard Pacific Pty Ltd,4 g/L,XD - Extra Dry,Medium-bodied & Fruity,Pinot Noir,
Smoking Loon Cabernet Sauvignon,$15.85,750 mL bottle |,LCBO#: 55517,"4.0
(2)",13.50%,USA,Don Sebastiani & Sons,5 g/L,XD - Extra Dry,Full-bodied & Smooth,Cabernet Sauvignon,
Latour Chardonnay Bourgogne,$23.15,750 mL bottle |,LCBO#: 55533,"4.0
(3)",13%,"Burgundy, France",Maison Louis Latour,3 g/L,XD - Extra Dry,Full-bodied & Rich,Burgundy,
Chateau Ste. Michelle Indian Wells Cabernet Sauvignon 2018,$26.95,750 mL bottle |,VINTAGES#: 55764,"4.8
(26)",14%,"Washington, USA",Chat Ste Michelle,3 g/L,XD - Extra Dry,Full-bodied & Firm,Cabernet Sauvignon/Syrah,
Sterling Vintner's Collection Cabernet Sauvignon,$16.95,750 mL bottle |,LCBO#: 56366,"3.4
(7)",13.50%,USA,Sterling Vineyards,6 g/L,XD - Extra Dry,Full-bodied & Smooth,Cabernet Sauvignon,
Bouchard PÃ¨re & Fils Pouilly-Fuisse,$36.95,750 mL bottle |,LCBO#: 56580,0,12.50%,"Burgundy, France",Bouchard Pere & Fils,2 g/L,XD - Extra Dry,Full-bodied & Rich,Burgundy,
13th Street Cabernet/Merlot 2019,$21.95,750 mL bottle |,VINTAGES#: 56598,"3.0
(1)",12%,"Ontario, Canada",Thirteenth Street Wine Corp.,6 g/L,XD - Extra Dry,Medium-bodied & Fruity,Cabernet/Merlot,
ChÃ¢teau des Charmes Gamay Noir VQA,$15.95,750 mL bottle |,LCBO#: 57349,"3.0
(2)",13%,"Ontario, Canada",Chateau Des Charmes,2 g/L,XD - Extra Dry,Light-bodied & Fruity,Gamay,
Clayhouse Cabernet Sauvignon 2018,$18.95,750 mL bottle |,VINTAGES#: 57869,0,14.50%,"California, USA",Vintage Wine Estates,4 g/L,D - Dry,Full-bodied & Smooth,Cabernet Sauvignon Blend,
Kaiken Malbec,$15.95,750 mL bottle |,VINTAGES#: 58339,"3.5
(4)",14.50%,"Mendoza, Argentina",Kaiken S.A.,3 g/L,XD - Extra Dry,Full-bodied & Smooth,Malbec,
Jackson-Triggs Reserve Sauvignon Blanc VQA,$13.95,750 mL bottle |,LCBO#: 58438,0,12.30%,"Ontario, Canada","Arterra Wines Canada, Inc.",5 g/L,XD - Extra Dry,Light & Crisp,Sauvignon Blanc,
Angels Gate Gewurztraminer VQA,$15.95,750 mL bottle |,LCBO#: 58594,"3.0
(5)",12.30%,"Ontario, Canada",Angels Gate Winery,4 g/L,XD - Extra Dry,Aromatic & Flavourful,GewÃ¼rztraminer,
Peller Estates Family Series Cabernet Merlot VQA,$12.95,750 mL bottle |,LCBO#: 58628,"3.5
(2)",13%,"Ontario, Canada",Andrew Peller Limited,6 g/L,D - Dry,Medium-bodied & Fruity,Cabernet/Merlot,
XOXO Pinot Grigio Chardonnay,$10.95,750 mL bottle |,LCBO#: 58677,"4.5
(2)",12%,Canada,Andrew Peller Limited,10 g/L,D - Dry,Light & Crisp,Blend,
7 Deadly Zins Old Vine Zinfandel,$24.95,750 mL bottle |,VINTAGES#: 59311,"4.6
(9)",14.50%,"California, USA",The Wine Group,6 g/L,D - Dry,Full-bodied & Smooth,Zinfandel,
"Deinhard Riesling Dry, Rheinhessen",$13.10,750 mL bottle |,LCBO#: 60004,0,12%,"Rheinhessen, Germany",Deinhard & Co,10 g/L,D - Dry,Light & Crisp,Riesling,
20 Bees Pinot Grigio VQA,$12.95,750 mL bottle |,LCBO#: 60707,"4.0
(1)",11.70%,"Ontario, Canada",Diamond Estates Wines & Spirits Ltd,9 g/L,D - Dry,Light & Crisp,Pinot Grigio,
Beringer Main & Vine White Zinfandel,$20.95,1500 mL bottle |,LCBO#: 60715,"5.0
(9)",9%,"California, USA",Beringer Vineyards,36 g/L,MS - Medium Sweet,Soft & Off-dry,RosÃ©,
Peninsula Ridge Merlot VQA,$15.95,750 mL bottle |,LCBO#: 61101,"3.0
(1)",13.10%,"Ontario, Canada",Peninsula Ridge Estates Winery,5 g/L,XD - Extra Dry,Medium-bodied & Fruity,Merlot,
Casillero del Diablo Reserva Cabernet Sauvignon,$24.95,1500 mL bottle |,LCBO#: 61663,"4.7
(10)",13.50%,Chile,Concha Toro S.A.,5 g/L,XD - Extra Dry,Full-bodied & Firm,Cabernet Sauvignon,
Peller Family Vineyards Red,$10.55,1000 mL tetra |,Save $1.00,,11.50%,Canada,Andrew Peller Limited,11 g/L,D - Dry,Medium-bodied & Fruity,Blend,
Peller Family Vineyards Dry White,$11.55,1000 mL tetra |,LCBO#: 63313,0,11.80%,Canada,Andrew Peller Limited,15 g/L,D - Dry,Light & Crisp,Blend,
Wayne Gretzky Chardonnay VQA,$14.95,750 mL bottle |,LCBO#: 63826,"5.0
(2)",12.70%,"Ontario, Canada",No. 99 Wayne Gretzky Estates,3 g/L,XD - Extra Dry,Light & Crisp,Chardonnay,
Emiliana Coyam,$29.95,750 mL bottle |,VINTAGES#: 63891,"5.0
(1)",14.50%,"Colchagua Valley, Chile",Vinedos Emiliana S.A.,2 g/L,XD - Extra Dry,Full-bodied & Smooth,Syrah Blend,
Wayne Gretzky Merlot VQA,$15.95,750 mL bottle |,LCBO#: 63966,"5.0
(3)",12.80%,"Ontario, Canada",No. 99 Wayne Gretzky Estates,6 g/L,D - Dry,Medium-bodied & Fruity,Merlot,
Cono Sur Bicicleta Viognier,$11.95,750 mL bottle |,LCBO#: 64287,"4.5
(8)",13.50%,Chile,Vina Cono Sur,5 g/L,XD - Extra Dry,Aromatic & Flavourful,Viognier,
Featherstone Cabernet Franc,$19.95,750 mL bottle |,VINTAGES#: 64618,"5.0
(1)",12.30%,"Ontario, Canada",Featherstone Estate Winery,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Cabernet Franc,
Strewn Rogue's Lot Cabernet Sauvignon Cabernet Franc VQA,$13.95,750 mL bottle |,Save $1.00,0,12.80%,"Ontario, Canada",Strewn Inc.,8 g/L,D - Dry,Medium-bodied & Fruity,Cabernet/Merlot,
Eastdell Pinot Grigio VQA,$13.95,750 mL bottle |,LCBO#: 65367,"4.0
(1)",10.30%,Canada,Diamond Estates Wines & Spirits Ltd,10 g/L,D - Dry,Off-dry & Fruity,Pinot Grigio,
Inniskillin Unoaked Chardonnay VQA,$14.45,750 mL bottle |,LCBO#: 66266,,12%,"Ontario, Canada","Arterra Wines Canada, Inc.",10 g/L,D - Dry,Light & Crisp,Chardonnay,
Creekside Syrah VQA,$15.95,750 mL bottle |,LCBO#: 66654,"4.5
(2)",12.50%,"Ontario, Canada",Creekside Estate Winery,5 g/L,XD - Extra Dry,Full-bodied & Smooth,Shiraz/Syrah,
The Black Chook Shiraz/Viognier 2019,$18.95,750 mL bottle |,VINTAGES#: 66738,"4.7
(3)",14.50%,"South Australia, Australia",Galvanized Wine Group,2 g/L,XD - Extra Dry,Full-bodied & Smooth,Shiraz Blend,
Megalomaniac Narcissist Riesling,$18.95,750 mL bottle |,VINTAGES#: 67587,"5.0
(3)",10.90%,"Ontario, Canada",John Howard Cellars Of Distinction,28 g/L,M - Medium,Aromatic & Flavourful,Riesling,
Yellow Tail Pinot Grigio,$12.90,750 mL bottle |,LCBO#: 68254,0,11.50%,Australia,Casella Wines,12 g/L,D - Dry,Light & Crisp,Pinot Grigio,
Sawmill Creek RosÃ©,$37.25,4000 mL bagnbox |,LCBO#: 68528,,11%,Canada,"Arterra Wines Canada, Inc.",29 g/L,M - Medium,Easygoing & Fruity,RosÃ©,
Sawmill Creek Chardonnay,$39.95,4000 mL bagnbox |,LCBO#: 68536,0,12.50%,Canada,"Arterra Wines Canada, Inc.",7 g/L,D - Dry,Light & Crisp,Chardonnay,
Sawmill Creek Dry Red,$38.50,4000 mL bagnbox |,LCBO#: 68544,0,12%,Canada,"Arterra Wines Canada, Inc.",12 g/L,D - Dry,Medium-bodied & Fruity,Blend,
Peller Family Vineyards RosÃ©,$11.55,1000 mL tetra |,LCBO#: 68551,"4.0
(2)",10.50%,Canada,Andrew Peller Limited,30 g/L,M - Medium,Soft & Off-dry,RosÃ©,
Sawmill Creek Merlot,$39.95,4000 mL bagnbox |,LCBO#: 68569,0,11.50%,Canada,"Arterra Wines Canada, Inc.",10 g/L,D - Dry,Medium-bodied & Fruity,Merlot,
Sawmill Creek Dry White,$37.50,4000 mL bagnbox |,Save $1.00,"2.0
(3)",11.50%,Canada,"Arterra Wines Canada, Inc.",12 g/L,D - Dry,Light & Crisp,Blend,
Hidden Bench Estate Chardonnay,$29.95,750 mL bottle |,VINTAGES#: 68817,0,13%,"Ontario, Canada",Hidden Bench Vineyards,3 g/L,XD - Extra Dry,Full-bodied & Rich,Chardonnay,
Gnarly Head Cabernet Sauvignon,$11.95,750 mL bottle |,Save $3.00,"3.7
(3)",13.50%,"California, USA",Delicato Vineyards,8 g/L,D - Dry,Full-bodied & Firm,Cabernet Sauvignon,
Imperial Fortified Wine,$9.95,750 mL bottle |,LCBO#: 69351,0,20%,Canada,"Arterra Wines Canada, Inc.",77 g/L,S - Sweet,,Fortified Wine,
Monte Antico,$15.95,750 mL bottle |,VINTAGES#: 69377,"4.3
(12)",13%,"Tuscany, Italy",Empson & Co. S.R.L.,9 g/L,D - Dry,Medium-bodied & Fruity,Sangiovese Blend,
Latour Pinot Noir,$26.15,750 mL bottle |,LCBO#: 69914,,13.50%,"Burgundy, France",Maison Louis Latour,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Pinot Noir,
Peninsula Ridge Shiraz VQA,$13.95,750 mL bottle |,Save $2.00,0,12.50%,"Ontario, Canada",Peninsula Ridge Estates Winery,6 g/L,XD - Extra Dry,Medium-bodied & Fruity,Shiraz/Syrah,
Carlo Rossi California Red,$15.45,1500 mL bottle |,LCBO#: 70813,"5.0
(3)",12%,USA,E. & J. Gallo Winery,12 g/L,D - Dry,Light-bodied & Fruity,Blend,
Carlo Rossi California White,$15.45,1500 mL bottle |,LCBO#: 72041,0,10.50%,USA,E. & J. Gallo Winery,19 g/L,M - Medium,Light & Crisp,Blend,
Montalto Pinot Grigio Sicily IGT,$9.90,750 mL bottle |,LCBO#: 73148,"5.0
(3)",12%,"Sicily, Italy",Barone Montalto,6 g/L,XD - Extra Dry,Light & Crisp,Pinot Grigio,
Casal Thaulero Pinot Grigio IGT,$8.95,750 mL bottle |,Save $1.00,"5.0
(1)",12.50%,"Abruzzo, Italy",Casal Thaulero D.P.L.,3 g/L,XD - Extra Dry,Light & Crisp,Pinot Grigio,
"Castillo de Monseran Garnacha, Carinena DO",$9.95,750 mL bottle |,Save $1.00,"3.8
(5)",14.50%,"CariÃ±ena, Spain",Bodegas San Valero,4 g/L,XD - Extra Dry,Medium-bodied & Fruity,Garnacha,
Alianca Vinho Verde,$9.50,750 mL bottle |,LCBO#: 75663,"4.8
(4)",10%,"Vinho Verde, Portugal",Caves Alianca Vinicola De Sangalhos,16 g/L,D - Dry,Off-dry & Fruity,Vinho Verde,
Wayne Gretzky Cabernet Merlot VQA,$15.95,750 mL bottle |,LCBO#: 75689,"4.5
(2)",12.50%,"Ontario, Canada",No. 99 Wayne Gretzky Estates,5 g/L,XD - Extra Dry,Full-bodied & Smooth,Cabernet/Merlot,
Santa Cristina Rosso Toscana IGT,$15.00,750 mL bottle |,LCBO#: 76521,"5.0
(1)",13%,"Tuscany, Italy",Marchesi Antinori S.P.A.,6 g/L,D - Dry,Medium-bodied & Fruity,Blend,
Cavaliere D'Oro Gabbiano Pinot Grigio IGT,$13.00,750 mL bottle |,LCBO#: 77990,"4.5
(2)",12%,Italy,Castello Di Gabbiano,7 g/L,XD - Extra Dry,Light & Crisp,Pinot Grigio,
Cavaliere D'Oro Gabbiano Chianti DOCG,$12.05,750 mL bottle |,Save $2.00,"4.0
(1)",12.50%,"Tuscany, Italy",Castello Di Gabbiano,6 g/L,D - Dry,Medium-bodied & Fruity,Chianti,
Hochtaler,$15.25,1500 mL bottle |,LCBO#: 78493,"2.0
(3)",11.50%,Canada,Andrew Peller Limited,18 g/L,M - Medium,Off-dry & Fruity,Blend,
Citra Montepulciano D'Abruzzo DOC,$15.10,1500 mL bottle |,LCBO#: 78840,"4.2
(5)",13%,"Abruzzo, Italy",Consorzio Cooperative Riunite,6 g/L,D - Dry,Medium-bodied & Fruity,Montepulciano,
Citra Trebbiano D'Abruzzo DOC,$15.10,1500 mL bottle |,LCBO#: 79046,"5.0
(1)",12%,"Abruzzo, Italy",Consorzio Cooperative Riunite,5 g/L,XD - Extra Dry,Light & Crisp,Trebbiano,
Gato Negro Sauvignon Blanc,$15.10,1500 mL bottle |,LCBO#: 79129,"4.0
(1)",12%,Chile,Vina San Pedro,2 g/L,XD - Extra Dry,Light & Crisp,Sauvignon Blanc,
Mezzomondo Pinot Grigio Chardonnay IGT,$10.05,750 mL bottle |,LCBO#: 79301,0,12%,"Sicily, Italy",Mgm Mondo Del Vino S.R.L.,6 g/L,XD - Extra Dry,Light & Crisp,Blend,
Pelee Island Baco Noir VQA,$21.95,1500 mL bottle |,LCBO#: 79400,"3.3
(4)",12%,"Ontario, Canada",Pelee Island Vineyard Inc.,11 g/L,D - Dry,Full-bodied & Firm,Baco Noir,
Featherstone Black Sheep Riesling,$18.95,750 mL bottle |,VINTAGES#: 80234,"5.0
(1)",10%,"Ontario, Canada",Featherstone Estate Winery,23 g/L,M - Medium,Aromatic & Flavourful,Riesling,
ChÃ¢teau des Charmes Barrel Fermented Chardonnay VQA,$14.95,750 mL bottle |,LCBO#: 81653,0,12%,"Ontario, Canada",Chateau Des Charmes,4 g/L,XD - Extra Dry,Full-bodied & Rich,Chardonnay,
Monasterio de las ViÃ±as Gran Reserva,$19.95,750 mL bottle |,VINTAGES#: 82024,"3.9
(9)",13%,"CariÃ±ena, Spain",Grandes Vinos Y Vinedos Sa,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Grenache Blend,
Pasqua Soave DOC,$16.75,1500 mL bottle |,LCBO#: 82636,0,12%,"Veneto, Italy",Fratelli Pasqua S.A.S.,7 g/L,XD - Extra Dry,Light & Crisp,Soave,
Fuzion Shiraz Malbec,$8.95,750 mL bottle |,LCBO#: 83188,"2.5
(2)",13%,Argentina,Fuzion Wines,5 g/L,XD - Extra Dry,Full-bodied & Smooth,Blend,
Kourtakis Apelia Moschofilero White Peloponnese IGP,$16.55,1500 mL bottle |,LCBO#: 83253,"4.7
(3)",12.50%,"Peloponnese, Greece",D. Kourtakis S.A.,2 g/L,XD - Extra Dry,Light & Crisp,Moschofilero,
Inniskillin Dry Riesling VQA,$14.45,750 mL bottle |,LCBO#: 83790,"4.0
(1)",12%,"Ontario, Canada","Arterra Wines Canada, Inc.",14 g/L,D - Dry,Light & Crisp,Riesling,
Beringer Napa Valley Chardonnay,$26.95,750 mL bottle |,VINTAGES#: 84988,"4.7
(3)",14.10%,"California, USA",Beringer Vineyards,6 g/L,XD - Extra Dry,Full-bodied & Rich,Chardonnay,
